patient_id,first_name,last_name,ssn,dob,age,phone,email,street,city,state,zip,mrn,diagnosis,visit_date,blood_pressure,heart_rate,temperature_f,weight_kg,height_cm,glucose_mg_dl,cholesterol_mg_dl
P0126,Mark,Williams,748-21-7600,1942-07-30,83,555-811-7046,mark.williams59@email.com,8096 Maple Dr,Boston,CO,22208,MRN866437,Atrial Fibrillation,2025-01-07,175/104,82,99.1,105.7,175,125,259
P0127,Susan,Thomas,374-51-5646,1964-03-08,61,555-691-3139,susan.thomas73@email.com,8051 Maple St,New York,NY,92074,MRN921967,Atrial Fibrillation,2025-11-20,105/70,88,98.1,119.4,177,121,183
P0128,Karen,Garcia,995-45-2529,1961-08-08,64,555-184-7092,karen.garcia86@email.com,2811 Main Blvd,Dallas,CO,40689,MRN550081,GERD,2025-10-13,180/66,60,97.5,55.5,187,127,282
P0129,Mark,Smith,108-99-6629,1992-05-04,33,555-810-3165,mark.smith62@email.com,1260 Oak Blvd,Chicago,CO,23425,MRN208214,Rheumatoid Arthritis,2025-05-24,128/68,84,98.9,102.7,158,106,167
P0130,Kimberly,Jackson,108-88-3688,1951-06-21,74,555-839-4490,kimberly.jackson81@email.com,2580 Pine Dr,Columbus,CA,21362,MRN205345,Coronary Artery Disease,2025-09-26,165/106,84,97.9,80.1,158,133,220
P0131,Jennifer,Davis,666-86-5668,2004-01-01,21,555-996-5942,jennifer.davis27@email.com,8582 Elm Dr,Philadelphia,CO,61347,MRN409898,GERD,2025-11-01,120/91,84,97.3,85.0,188,88,285
P0132,James,Lopez,424-26-7337,1935-05-20,90,555-474-9951,james.lopez88@email.com,2930 Pine St,Boston,NC,18851,MRN114463,Anxiety Disorder,2025-08-10,95/63,85,98.3,94.0,182,176,258
P0133,Betty,Williams,755-78-9808,1988-07-18,37,555-185-6077,betty.williams11@email.com,8477 Oak Ave,Indianapolis,AZ,61213,MRN714923,GERD,2024-12-31,177/101,64,97.8,80.6,165,84,212
P0134,Jennifer,Robinson,544-24-8428,1930-11-24,95,555-416-3877,jennifer.robinson16@email.com,307 Cedar Ave,Boston,IL,75065,MRN463546,Cancer,2025-03-09,123/70,83,97.3,104.7,167,100,157
P0135,Nancy,Sanchez,539-44-9582,1999-07-24,26,555-829-2262,nancy.sanchez64@email.com,7557 Elm Rd,New York,FL,84302,MRN274987,Hyperlipidemia,2025-09-09,122/109,66,99.2,97.2,157,128,280
P0136,James,Johnson,979-11-5006,2002-04-07,23,555-472-7274,james.johnson20@email.com,3032 Main Dr,Fort Worth,CA,52179,MRN360322,Sleep Apnea,2025-06-18,124/64,96,97.9,85.1,153,115,207
P0137,Kimberly,Johnson,510-18-8620,1971-07-06,54,555-435-2415,kimberly.johnson71@email.com,7583 Main Rd,Philadelphia,TX,83899,MRN922615,Osteoarthritis,2025-01-14,121/89,83,98.5,84.5,162,132,188
P0138,James,Robinson,519-13-4817,1938-06-26,87,555-751-1157,james.robinson43@email.com,123 Cedar Blvd,Dallas,NY,36895,MRN655550,Depression,2025-04-28,152/63,69,98.8,56.5,164,175,245
P0139,Sandra,White,186-84-2565,1943-10-12,82,555-752-7461,sandra.white10@email.com,9797 Elm St,Fort Worth,WA,27132,MRN348273,Osteoarthritis,2025-07-18,130/85,80,97.8,69.0,154,121,184
P0140,Donna,Brown,259-23-3693,1950-04-23,75,555-421-7660,donna.brown16@email.com,8880 Maple Ave,Columbus,TX,70731,MRN377880,COPD,2025-10-13,110/103,79,99.1,98.8,152,125,233
P0141,Barbara,Williams,828-41-6828,1957-03-28,68,555-150-5896,barbara.williams34@email.com,2948 Main Blvd,Columbus,OH,82105,MRN361989,COPD,2025-04-06,103/110,68,97.3,54.3,164,103,200
P0142,Betty,Lopez,802-90-2376,1933-02-24,92,555-365-2228,betty.lopez3@email.com,1156 Oak Blvd,Houston,NY,53456,MRN228479,Hypertension,2025-04-06,96/70,96,98.1,100.7,181,77,247
P0143,Margaret,Garcia,462-37-4066,1972-07-21,53,555-556-3435,margaret.garcia5@email.com,4126 Cedar Rd,Charlotte,PA,82179,MRN602300,Hypertension,2025-10-15,125/84,68,98.0,95.0,183,133,289
P0144,Mary,Gonzalez,900-55-8859,1938-04-16,87,555-452-9231,mary.gonzalez42@email.com,6463 Maple Ave,Boston,AZ,88265,MRN329659,Diabetes Type 2,2025-07-08,97/90,93,97.9,90.9,164,110,175
P0145,Jessica,Perez,346-44-9743,2000-08-14,25,555-689-7363,jessica.perez46@email.com,2946 Oak Ave,Seattle,AZ,57026,MRN720298,Diabetes Type 2,2024-12-03,179/82,96,98.4,89.4,162,196,288
P0146,Karen,Garcia,602-14-2478,2000-08-07,25,555-716-4584,karen.garcia3@email.com,8725 Pine St,San Jose,NC,36406,MRN945619,Coronary Artery Disease,2025-06-07,112/80,63,97.1,91.1,159,98,284
P0147,Lisa,Williams,482-94-7481,1932-10-31,93,555-444-5944,lisa.williams42@email.com,2335 Oak Blvd,Charlotte,WA,51586,MRN282664,Back Pain,2025-02-14,178/99,82,97.6,91.2,161,166,228
P0148,Charles,Jones,281-10-7415,1935-12-05,90,555-286-6213,charles.jones79@email.com,3719 Cedar Dr,Los Angeles,FL,28434,MRN447255,Osteoporosis,2025-10-20,120/82,80,97.4,112.0,155,155,264
P0149,James,Rodriguez,314-41-2110,1963-08-05,62,555-905-2770,james.rodriguez93@email.com,120 Main Blvd,Columbus,CO,65004,MRN274418,Sleep Apnea,2025-03-21,138/82,94,97.9,108.0,186,127,191
P0150,Mark,Williams,918-14-5831,2005-06-23,20,555-367-2715,mark.williams10@email.com,5700 Oak Blvd,Phoenix,CO,19830,MRN673619,Asthma,2025-06-08,166/99,90,98.8,80.2,191,112,261
P0151,David,Johnson,203-52-4367,1983-05-14,42,555-813-9849,david.johnson34@email.com,4712 Maple Ave,Los Angeles,MA,61498,MRN699544,Pneumonia,2025-03-22,109/63,83,97.0,56.1,192,192,201
P0152,Michael,Smith,311-31-5781,1997-04-07,28,555-964-2892,michael.smith40@email.com,6612 Pine Blvd,San Diego,NY,94130,MRN670557,Obesity,2025-08-26,137/84,83,97.5,53.1,178,189,217
P0153,Joseph,Clark,375-82-2009,1987-12-17,37,555-783-2584,joseph.clark11@email.com,5732 Elm Blvd,Seattle,CA,82561,MRN163946,Obesity,2025-03-06,143/94,90,98.4,66.5,169,90,251
P0154,John,Taylor,684-76-3415,1992-04-21,33,555-277-3738,john.taylor28@email.com,3257 Oak St,Fort Worth,NY,99538,MRN556542,Chronic Kidney Disease,2025-01-11,108/98,76,97.8,100.9,154,92,249
P0155,Emily,Gonzalez,665-51-5525,1941-04-29,84,555-994-1202,emily.gonzalez90@email.com,9726 Elm Blvd,Los Angeles,PA,29613,MRN255398,UTI,2025-01-31,164/108,66,99.3,89.4,156,143,287
P0156,Daniel,Lewis,520-43-7275,1945-03-01,80,555-723-8750,daniel.lewis5@email.com,2921 Maple Blvd,Houston,NC,89777,MRN813884,Back Pain,2025-05-07,94/85,81,98.7,53.5,180,138,245
P0157,Mary,Hernandez,937-48-6094,1972-04-04,53,555-978-2609,mary.hernandez30@email.com,2301 Maple Blvd,San Jose,TX,64627,MRN734366,GERD,2025-10-14,114/88,73,99.3,78.5,181,165,164
P0158,Steven,Sanchez,262-18-6097,1943-05-27,82,555-238-9589,steven.sanchez73@email.com,574 Oak Ave,Philadelphia,MA,42701,MRN134677,Atrial Fibrillation,2025-11-03,136/105,72,97.7,107.6,182,171,181
P0159,Mary,Davis,481-72-8308,1985-04-10,40,555-700-6730,mary.davis45@email.com,2779 Maple St,Dallas,MA,60667,MRN152062,Heart Failure,2025-02-09,117/74,74,98.7,68.8,176,75,152
P0160,Donald,Robinson,235-92-3837,1931-12-18,94,555-329-5135,donald.robinson78@email.com,5104 Cedar Rd,Fort Worth,PA,55706,MRN581294,Anxiety Disorder,2025-08-09,149/79,93,99.1,77.8,156,71,280
P0161,Lisa,Moore,762-86-5631,1968-12-27,56,555-210-8892,lisa.moore9@email.com,5609 Maple Rd,San Diego,TX,95998,MRN845635,GERD,2025-06-29,114/69,93,98.9,113.0,188,173,231
P0162,William,White,126-93-9148,1970-08-02,55,555-528-7628,william.white50@email.com,678 Elm Dr,Philadelphia,AZ,39145,MRN819656,Pneumonia,2025-01-06,150/102,82,98.3,109.2,192,116,225
P0163,Michael,Thomas,231-43-3999,1965-01-12,60,555-191-4641,michael.thomas46@email.com,3759 Cedar Rd,Fort Worth,AZ,58717,MRN373216,UTI,2025-07-01,149/67,90,97.1,94.4,187,88,270
P0164,Richard,Taylor,222-97-7253,1940-07-20,85,555-523-1885,richard.taylor20@email.com,2350 Oak Rd,Fort Worth,NC,69974,MRN250181,Rheumatoid Arthritis,2025-08-28,100/91,81,98.6,62.4,190,84,151
P0165,Mark,Rodriguez,314-31-3595,1945-11-03,80,555-232-8105,mark.rodriguez82@email.com,7135 Pine Blvd,Charlotte,PA,10611,MRN139557,Pneumonia,2025-08-18,137/60,80,98.9,87.2,151,71,213
P0166,Joseph,Thompson,998-54-6113,1991-10-16,34,555-492-9246,joseph.thompson76@email.com,5115 Oak St,New York,TX,48119,MRN578073,Osteoporosis,2025-03-07,166/93,81,98.1,98.1,158,157,275
P0167,Daniel,Harris,292-31-7609,2005-08-09,20,555-329-3149,daniel.harris28@email.com,459 Elm Dr,Phoenix,NY,58049,MRN845652,GERD,2025-11-09,138/100,76,98.9,93.6,188,82,177
P0168,Mary,Johnson,806-24-7828,1951-06-06,74,555-226-9966,mary.johnson33@email.com,7872 Cedar Ave,Philadelphia,CO,99881,MRN760929,Diabetes Type 2,2025-06-27,143/102,66,98.7,68.9,188,105,257
P0169,Michael,Taylor,836-89-2928,1971-10-15,54,555-903-2741,michael.taylor64@email.com,3354 Elm Ave,San Diego,OH,36433,MRN475308,Back Pain,2025-05-03,127/70,62,98.4,113.7,194,193,234
P0170,Jessica,Smith,113-95-2458,1993-02-16,32,555-785-9095,jessica.smith20@email.com,1575 Elm St,Los Angeles,TX,94454,MRN342389,Atrial Fibrillation,2025-06-30,123/89,63,97.2,62.2,152,144,242
P0171,Christopher,Wilson,856-24-2556,2002-11-30,23,555-972-3267,christopher.wilson85@email.com,2893 Maple Rd,Columbus,NC,45167,MRN868677,Asthma,2025-05-22,133/71,67,98.0,117.4,167,168,272
P0172,Anthony,Lee,916-31-2852,1990-12-16,34,555-843-1960,anthony.lee21@email.com,1799 Pine Dr,Charlotte,NC,98918,MRN559447,Heart Failure,2025-01-20,138/109,82,98.5,110.4,158,193,274
P0173,Linda,Lewis,521-66-1753,1999-07-25,26,555-770-6148,linda.lewis2@email.com,8698 Cedar Dr,Seattle,CA,97797,MRN454733,Cancer,2025-03-06,178/104,99,97.2,96.3,165,193,238
P0174,Matthew,Jones,959-81-1894,2006-01-08,19,555-260-9283,matthew.jones61@email.com,8223 Oak St,Charlotte,AZ,41574,MRN446968,Anxiety Disorder,2025-11-03,154/74,95,98.6,78.2,165,90,267
P0175,Mark,Sanchez,686-67-2442,1944-05-04,81,555-423-2944,mark.sanchez64@email.com,391 Main Blvd,Fort Worth,MA,83024,MRN675771,Diabetes Type 2,2025-10-13,167/99,100,97.8,85.6,163,186,237
P0176,Lisa,Clark,155-38-8445,1965-03-02,60,555-885-8751,lisa.clark92@email.com,6052 Cedar Blvd,Los Angeles,NY,96364,MRN332518,Diabetes Type 2,2025-06-07,135/100,78,98.4,76.2,156,81,192
P0177,Ashley,Jones,941-62-2752,1975-02-02,50,555-300-4072,ashley.jones16@email.com,6537 Oak Blvd,Philadelphia,CO,54293,MRN213000,Hypothyroidism,2025-04-30,95/100,97,97.3,112.4,179,199,184
P0178,Ashley,Smith,643-16-8091,1933-04-18,92,555-620-3903,ashley.smith89@email.com,9579 Oak Ave,Los Angeles,PA,96182,MRN729718,Cellulitis,2025-06-17,154/84,86,99.4,114.1,165,140,251
P0179,Nancy,Martinez,563-27-3263,1955-02-11,70,555-816-9393,nancy.martinez39@email.com,9075 Maple Dr,Philadelphia,CA,37487,MRN754487,Back Pain,2025-07-03,177/82,68,99.5,95.5,161,198,288
P0180,Christopher,Thompson,218-55-8870,1933-03-04,92,555-783-7839,christopher.thompson87@email.com,8847 Maple Blvd,Boston,OH,23955,MRN126499,Obesity,2025-09-15,96/102,63,97.5,102.5,160,143,214
P0181,Barbara,Clark,163-98-5835,1981-03-07,44,555-133-6876,barbara.clark58@email.com,1779 Elm Dr,San Antonio,CO,94819,MRN688534,Obesity,2025-07-30,155/110,78,98.7,53.3,174,169,256
P0182,Christopher,Moore,155-11-5117,1982-01-26,43,555-989-8259,christopher.moore29@email.com,6125 Elm Dr,Denver,CA,35362,MRN408467,Atrial Fibrillation,2025-08-30,177/64,71,99.4,101.5,157,166,160
P0183,Margaret,Rodriguez,669-43-3131,1987-02-12,38,555-966-5178,margaret.rodriguez1@email.com,5515 Pine Ave,New York,IL,52287,MRN725874,Hypertension,2025-01-12,168/102,79,98.2,90.1,172,88,231
P0184,Kimberly,Davis,288-76-2117,1943-09-29,82,555-525-9897,kimberly.davis69@email.com,6709 Main Rd,San Antonio,CA,96944,MRN448005,Rheumatoid Arthritis,2025-05-28,127/73,99,98.3,119.8,191,72,179
P0185,Daniel,Anderson,346-92-4994,2001-12-20,23,555-428-7248,daniel.anderson15@email.com,6422 Maple Dr,Dallas,MA,77746,MRN962043,Hypothyroidism,2025-05-21,155/92,88,98.2,70.8,191,119,232
P0186,Steven,Williams,198-31-9814,1939-12-17,86,555-741-2072,steven.williams27@email.com,3592 Cedar Blvd,Los Angeles,CA,80484,MRN969005,Back Pain,2025-04-20,172/64,69,97.1,100.2,152,92,168
P0187,Patricia,Garcia,913-42-2154,1934-08-27,91,555-364-7678,patricia.garcia50@email.com,7491 Cedar Blvd,Fort Worth,AZ,12213,MRN508422,Migraine,2025-09-29,158/60,99,97.2,102.2,152,88,241
P0188,Steven,Brown,396-97-5937,1930-11-08,95,555-388-8170,steven.brown49@email.com,6573 Cedar St,Charlotte,IL,79922,MRN330545,Coronary Artery Disease,2025-05-12,159/78,100,97.4,97.4,191,165,152
P0189,Emily,Ramirez,668-28-3019,2002-12-02,23,555-686-7456,emily.ramirez69@email.com,9070 Main Rd,Philadelphia,CO,55069,MRN322022,Sleep Apnea,2025-01-02,155/69,70,97.5,93.2,166,119,179
P0190,Elizabeth,Perez,918-82-1891,1937-04-28,88,555-760-2198,elizabeth.perez38@email.com,1203 Maple St,Philadelphia,CO,86099,MRN610856,Rheumatoid Arthritis,2025-05-30,106/102,75,97.3,93.4,162,151,274
P0191,Mark,Hernandez,731-94-6008,1933-10-04,92,555-679-6971,mark.hernandez41@email.com,7117 Oak St,San Jose,CA,39035,MRN846794,Osteoporosis,2025-01-04,145/77,83,97.3,101.3,180,188,264
P0192,Daniel,Harris,412-72-2783,1985-01-12,40,555-721-2343,daniel.harris36@email.com,2393 Elm Ave,San Diego,CO,92132,MRN180176,Osteoporosis,2025-10-21,92/92,100,97.1,90.7,175,124,159
P0193,Emily,Rodriguez,656-79-8734,1988-06-03,37,555-501-4658,emily.rodriguez99@email.com,9760 Cedar Rd,Houston,FL,75683,MRN635205,Asthma,2025-05-09,136/92,60,98.7,109.4,189,112,281
P0194,William,Anderson,263-32-3395,1946-06-18,79,555-141-4585,william.anderson98@email.com,8089 Oak St,San Diego,AZ,40673,MRN144887,Migraine,2025-08-15,156/110,83,98.0,114.3,152,80,232
P0195,Michael,Thompson,633-91-5480,1974-02-18,51,555-657-3848,michael.thompson49@email.com,6301 Maple Dr,Chicago,OH,42975,MRN494609,Depression,2025-03-09,141/82,82,98.2,83.7,188,71,278
P0196,William,Anderson,269-39-2263,1942-01-24,83,555-387-4465,william.anderson20@email.com,3162 Oak Rd,Denver,CO,25509,MRN793223,Depression,2025-04-30,132/106,67,98.2,83.5,163,111,255
P0197,Mary,Davis,144-26-3639,1990-01-19,35,555-624-1642,mary.davis74@email.com,2506 Main Ave,San Diego,IL,77717,MRN525151,Cellulitis,2025-02-13,171/61,78,99.4,65.2,188,190,273
P0198,David,Davis,950-62-3338,1933-09-19,92,555-738-9369,david.davis34@email.com,2847 Cedar Rd,Columbus,NC,87410,MRN172187,Depression,2025-05-19,139/68,66,97.0,86.6,182,177,188
P0199,Joshua,Brown,281-70-1639,1939-04-07,86,555-870-2925,joshua.brown12@email.com,8001 Cedar Ave,Denver,OH,10157,MRN912510,Migraine,2024-12-31,145/93,86,97.9,53.0,183,179,208
P0200,Donald,Sanchez,887-58-6742,1931-12-31,93,555-689-2600,donald.sanchez55@email.com,2293 Maple Blvd,San Antonio,NY,47128,MRN727354,Pneumonia,2025-05-03,122/72,60,98.8,105.3,186,100,283
P0201,James,Gonzalez,770-36-6175,1955-06-14,70,555-209-3535,james.gonzalez55@email.com,9690 Maple Rd,Indianapolis,PA,84012,MRN483405,Cellulitis,2025-07-10,177/85,73,98.0,104.9,180,115,244
P0202,Emily,Moore,595-42-6024,1934-06-28,91,555-892-7522,emily.moore95@email.com,2362 Cedar St,San Antonio,FL,31206,MRN205149,Chronic Kidney Disease,2025-03-13,141/110,81,99.0,93.0,193,83,191
P0203,Matthew,Lee,105-21-3381,1947-02-14,78,555-545-2444,matthew.lee9@email.com,4410 Oak Rd,Chicago,NC,14948,MRN859687,Obesity,2025-05-07,168/101,93,97.7,117.4,153,114,276
P0204,Mark,Smith,306-94-9489,1971-09-04,54,555-134-9364,mark.smith67@email.com,3895 Elm Ave,New York,AZ,41359,MRN786837,Diabetes Type 2,2025-09-09,101/77,85,97.9,77.7,187,121,282
P0205,James,White,820-18-2477,1937-07-28,88,555-843-6703,james.white45@email.com,4630 Oak Dr,Philadelphia,FL,62947,MRN702833,Diabetes Type 2,2025-07-18,112/86,92,97.3,55.1,168,157,179
P0206,Steven,Rodriguez,997-78-5098,1951-06-07,74,555-676-8923,steven.rodriguez99@email.com,4085 Maple Blvd,Columbus,NC,13584,MRN605382,COPD,2025-07-19,98/84,100,99.0,65.4,194,128,230
P0207,Anthony,Lopez,628-78-1159,1974-08-06,51,555-394-2523,anthony.lopez52@email.com,5703 Main Dr,Phoenix,FL,51139,MRN470711,Chronic Kidney Disease,2025-02-08,124/71,72,98.2,64.0,165,137,202
P0208,Joseph,Miller,954-41-6833,1988-10-14,37,555-222-2285,joseph.miller87@email.com,8171 Elm St,Indianapolis,MA,73214,MRN489227,Cellulitis,2025-06-20,153/96,77,98.2,118.9,182,141,251
P0209,Joseph,Harris,690-26-1887,1940-05-17,85,555-589-9859,joseph.harris5@email.com,8332 Maple Blvd,Phoenix,FL,25776,MRN832162,Cancer,2025-04-07,130/104,60,97.0,64.8,187,95,233
P0210,Lisa,Martin,982-43-4066,1937-08-08,88,555-342-5413,lisa.martin61@email.com,5721 Maple Ave,Charlotte,PA,37594,MRN539450,Back Pain,2025-05-22,136/85,77,98.1,90.0,186,128,175
P0211,Sarah,Sanchez,341-81-8081,1959-09-06,66,555-249-3450,sarah.sanchez61@email.com,259 Oak Blvd,Charlotte,IL,92660,MRN642121,Pneumonia,2025-06-20,152/79,76,98.4,89.7,175,95,191
P0212,Patricia,Miller,933-42-8807,1995-04-20,30,555-862-6483,patricia.miller34@email.com,6014 Maple Dr,Indianapolis,TX,55107,MRN120798,Sleep Apnea,2025-09-27,134/103,98,97.5,90.3,191,114,222
P0213,Daniel,Hernandez,789-75-8987,1950-11-07,75,555-490-5694,daniel.hernandez60@email.com,2473 Oak Rd,Fort Worth,WA,90256,MRN699405,Obesity,2025-10-23,100/70,81,97.6,72.2,168,138,251
P0214,Sarah,Lewis,555-56-9535,1950-05-20,75,555-271-4012,sarah.lewis3@email.com,2148 Cedar Ave,San Diego,CO,20494,MRN320800,Heart Failure,2025-05-09,103/66,64,99.3,83.1,153,76,251
P0215,Kimberly,Harris,185-23-5300,1988-10-25,37,555-770-7387,kimberly.harris40@email.com,3857 Oak Rd,Columbus,WA,26569,MRN237654,Cancer,2025-09-02,93/62,82,99.2,72.8,180,189,288
P0216,Sarah,Moore,555-27-9835,1985-02-09,40,555-711-8480,sarah.moore81@email.com,9340 Pine Dr,Indianapolis,TX,55504,MRN605048,Pneumonia,2025-08-04,101/88,79,97.9,68.2,169,72,150
P0217,Kimberly,Clark,876-27-6634,1971-04-16,54,555-647-1136,kimberly.clark89@email.com,8159 Pine Rd,Boston,PA,48393,MRN726003,Depression,2025-11-25,160/83,72,98.0,89.2,175,133,191
P0218,Matthew,Clark,487-38-5308,1997-05-03,28,555-740-4924,matthew.clark67@email.com,4554 Maple Dr,San Diego,PA,34641,MRN994940,Asthma,2025-08-27,107/78,67,98.6,93.2,167,195,198
P0219,Christopher,Smith,255-16-9764,2005-08-30,20,555-204-5622,christopher.smith35@email.com,2148 Cedar Blvd,Boston,CA,21822,MRN258003,Diabetes Type 2,2025-03-21,117/81,86,97.8,106.0,173,188,158
P0220,Nancy,Williams,963-28-1918,1973-05-25,52,555-173-9899,nancy.williams61@email.com,3075 Oak Rd,Jacksonville,MA,25985,MRN905459,Back Pain,2025-07-24,139/109,88,97.6,119.6,162,187,174
P0221,Kimberly,Perez,313-70-7375,1968-06-30,57,555-262-1691,kimberly.perez96@email.com,9104 Elm St,San Diego,FL,93692,MRN413328,Chronic Kidney Disease,2025-05-28,96/102,73,99.4,66.5,177,153,153
P0222,David,Sanchez,382-84-2960,1957-08-13,68,555-109-1688,david.sanchez75@email.com,7886 Cedar Dr,Houston,AZ,21728,MRN360804,Heart Failure,2025-03-18,101/103,99,97.8,117.9,190,85,165
P0223,Daniel,Lee,257-99-9787,1994-10-03,31,555-599-4812,daniel.lee41@email.com,9248 Cedar Rd,Columbus,CO,35292,MRN122390,Back Pain,2025-05-19,135/106,68,97.6,52.8,195,182,293
P0224,Charles,Moore,813-72-4109,1935-09-17,90,555-656-6696,charles.moore42@email.com,7774 Maple Dr,Indianapolis,IL,19027,MRN656937,Coronary Artery Disease,2025-04-12,127/76,94,97.9,50.1,190,199,247
P0225,Elizabeth,Lewis,119-89-6965,1977-06-29,48,555-838-2037,elizabeth.lewis85@email.com,8930 Pine Ave,San Francisco,WA,75214,MRN902930,Pneumonia,2025-09-11,168/78,80,98.0,72.5,156,87,161
P0226,William,Garcia,994-14-4310,1994-04-02,31,555-296-2617,william.garcia5@email.com,9455 Cedar Blvd,Charlotte,OH,91785,MRN835381,UTI,2025-07-20,96/83,74,98.5,55.0,163,195,170
P0227,Sandra,Sanchez,754-17-6913,1936-05-22,89,555-941-7046,sandra.sanchez91@email.com,1055 Elm Rd,San Francisco,MA,19225,MRN974991,Osteoarthritis,2025-10-20,117/93,66,97.3,66.2,174,118,199
P0228,Kimberly,Perez,354-82-3931,1936-03-10,89,555-525-2728,kimberly.perez99@email.com,9546 Maple Blvd,Fort Worth,NY,31864,MRN930956,Heart Failure,2025-02-20,141/92,81,98.6,87.4,188,183,240
P0229,Christopher,Moore,432-57-7755,1952-07-04,73,555-723-4943,christopher.moore73@email.com,9039 Oak Blvd,Indianapolis,CO,43303,MRN477496,Atrial Fibrillation,2025-04-13,140/60,62,99.5,91.7,183,104,227
P0230,James,Martinez,327-37-6159,2004-12-15,20,555-942-5521,james.martinez71@email.com,8476 Elm Dr,Seattle,IL,22358,MRN139569,Atrial Fibrillation,2025-05-30,109/68,76,97.9,90.8,164,135,226
P0231,Jennifer,Jackson,509-82-4562,1998-06-22,27,555-911-8905,jennifer.jackson23@email.com,8099 Cedar Dr,Los Angeles,NC,94181,MRN414985,Hypertension,2025-02-06,138/65,63,99.3,73.4,177,176,180
P0232,Joseph,White,768-87-1187,1959-11-18,66,555-412-9591,joseph.white6@email.com,5331 Elm Dr,Houston,AZ,75850,MRN831663,Depression,2025-09-11,96/103,85,99.4,102.7,186,199,173
P0233,Joseph,Wilson,396-60-3425,1991-06-18,34,555-184-8796,joseph.wilson74@email.com,907 Elm Blvd,San Diego,NY,62235,MRN626199,Sleep Apnea,2024-12-06,106/108,68,98.2,63.9,175,120,293
P0234,Michelle,White,636-41-4970,1998-07-22,27,555-895-8046,michelle.white42@email.com,9537 Main St,Fort Worth,PA,57876,MRN465227,Chronic Kidney Disease,2025-06-17,134/98,61,98.9,61.8,172,183,187
P0235,Mark,Johnson,937-39-4271,1960-09-26,65,555-875-2405,mark.johnson15@email.com,993 Oak Dr,Houston,TX,11800,MRN459946,Back Pain,2025-10-03,129/88,90,97.1,64.6,184,124,202
P0236,Paul,Taylor,868-43-9991,1946-02-03,79,555-847-3315,paul.taylor89@email.com,401 Pine Dr,San Francisco,MA,43483,MRN278593,Hypertension,2025-07-06,115/110,99,97.7,82.5,150,87,249
P0237,Sarah,Perez,972-94-6901,1994-11-27,31,555-399-7332,sarah.perez30@email.com,6337 Elm St,San Jose,FL,88263,MRN657381,Asthma,2025-08-25,115/92,89,98.4,99.9,152,133,285
P0238,Karen,Hernandez,601-60-3572,2005-06-09,20,555-800-6765,karen.hernandez46@email.com,5053 Oak Dr,San Diego,MA,92023,MRN370196,Obesity,2025-11-13,161/77,74,97.4,112.8,192,105,172
P0239,Matthew,Taylor,794-88-4726,1954-08-15,71,555-686-3502,matthew.taylor55@email.com,5218 Elm Rd,Columbus,OH,27271,MRN316800,GERD,2025-09-19,164/94,72,99.2,71.6,195,104,260
P0240,Barbara,Lee,678-30-6201,1999-02-23,26,555-645-2939,barbara.lee24@email.com,5303 Oak St,San Jose,PA,63903,MRN418083,Atrial Fibrillation,2025-01-06,125/69,72,97.3,62.9,189,138,295
P0241,Michelle,Davis,710-39-4783,2004-06-03,21,555-181-8808,michelle.davis18@email.com,8330 Elm Blvd,Austin,IL,60785,MRN615318,Stroke,2025-09-19,110/72,74,97.1,103.5,150,139,255
P0242,Joseph,White,787-35-4351,1999-09-06,26,555-549-9027,joseph.white89@email.com,5423 Pine Ave,Fort Worth,PA,15482,MRN737460,Osteoporosis,2025-05-18,130/85,99,99.3,90.0,184,79,283
P0243,Michael,Anderson,567-15-5025,1941-03-19,84,555-505-1643,michael.anderson72@email.com,6447 Elm St,Philadelphia,TX,67613,MRN517375,Osteoarthritis,2025-07-05,149/70,87,97.7,114.3,194,106,268
P0244,Mark,Williams,839-74-2854,1984-02-13,41,555-812-9952,mark.williams18@email.com,6540 Pine Rd,Columbus,MA,33445,MRN575718,UTI,2024-11-29,115/89,65,97.6,98.4,195,111,181
